19:51:18.470 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
19:51:25.498 |V| ComponentContainersStatistics | .NET TP Worker:15  | <Measured> "ComponentContainerTotalSyncPrimaryThreadTime[FeedbackPartCatalog]"  value=0ms
19:51:25.498 |V| ComponentContainersStatistics | .NET TP Worker:15  | <Measured> "ComponentContainerTotalAsyncTime[FeedbackPartCatalog]"  value=0ms
19:51:25.498 |V| ComponentContainersStatistics | .NET TP Worker:15  | <Measured> "ComponentContainerTotalAsyncPrimaryThreadTime[FeedbackPartCatalog]"  value=0ms
19:51:25.498 |V| ComponentContainersStatistics | .NET TP Worker:7   | <Finish> "ComponentContainer.Shell" time=4468ms. Total: 1402.5095ms
19:51:25.498 |V| ComponentContainersStatistics | .NET TP Worker:7   | <Measured> "ComponentContainer[Shell]"  value=4468ms
19:51:25.498 |V| ComponentContainersStatistics | .NET TP Worker:7   | <Measured> "ComponentContainerTotalTime[Shell]"  value=1348ms
19:51:25.498 |V| ComponentContainersStatistics | .NET TP Worker:7   | <Measured> "ComponentContainerTotalSyncTime[Shell]"  value=69ms
19:51:25.498 |V| ComponentContainersStatistics | .NET TP Worker:7   | <Measured> "ComponentContainerTotalSyncPrimaryThreadTime[Shell]"  value=13ms
19:51:25.498 |V| ComponentContainersStatistics | .NET TP Worker:16  | <Finish> "ComponentContainer.PostfixTemplateCatalog" time=0ms. Total: 747.5219ms
19:51:25.498 |V| ComponentContainersStatistics | .NET TP Worker:16  | <Measured> "ComponentContainer[PostfixTemplateCatalog]"  value=0ms
19:51:25.498 |V| ComponentContainersStatistics | .NET TP Worker:16  | <Measured> "ComponentContainerTotalTime[PostfixTemplateCatalog]"  value=696ms
19:51:25.498 |V| ComponentContainersStatistics | .NET TP Worker:16  | <Measured> "ComponentContainerTotalSyncTime[PostfixTemplateCatalog]"  value=0ms
19:51:25.498 |V| ComponentContainersStatistics | .NET TP Worker:16  | <Measured> "ComponentContainerTotalSyncPrimaryThreadTime[PostfixTemplateCatalog]"  value=0ms
19:51:25.498 |V| ComponentContainersStatistics | .NET TP Worker:16  | <Measured> "ComponentContainerTotalAsyncTime[PostfixTemplateCatalog]"  value=0ms
19:51:25.498 |V| ComponentContainersStatistics | .NET TP Worker:16  | <Measured> "ComponentContainerTotalAsyncPrimaryThreadTime[PostfixTemplateCatalog]"  value=0ms
19:51:25.498 |V| ComponentContainersStatistics | .NET TP Worker:7   | <Measured> "ComponentContainerTotalAsyncTime[Shell]"  value=4384ms
19:51:25.498 |V| ComponentContainersStatistics | .NET TP Worker:7   | <Measured> "ComponentContainerTotalAsyncPrimaryThreadTime[Shell]"  value=1027ms
19:51:25.501 |V| StartupTrackingActivitiesManager| JetPool(S) #2:19   | >> (Closing) Startup activity [JetBrains.Application.Diagnostics.ShellStartupActivity] (00:00:01.1485703 elapsed)
19:51:25.501 |V| RunsPublicStaticIntMain       | JetPool(S) #1:18   | Looking for main methods after the whole Shell has been instantiated.
19:51:25.501 |V| StartupTrackingActivitiesManager| :1                 | >> (Closing) Startup Interval (00:00:01.8517301 elapsed)
19:51:25.501 |V| StartupTrackingActivitiesManager| :1                 | StartupMeasurer is disabled sucessfully
19:51:25.509 |V| SettingsLogging               | JetPool(S) #2:19   | SettingsChangeDispatch: now dispatching 1 unique requests.
19:51:25.525 |V| RiderApplicationRuntime       | JetPool(S) #3:20   | Runtime calculation start
19:51:25.537 |V| BuildToolUtils                | JetPool(S) #3:20   | Mono path in settings not found try to fallback to first detected Mono runtime
19:51:25.543 |V| RunsPublicStaticIntMain       | JetPool(S) #1:18   | Found main methods: (0pcs)[].
19:51:25.543 |V| RunsPublicStaticIntMain       | JetPool(S) #1:18   | No main methods found, skipping execution, not shutting down the process.
19:51:25.546 |V| EnvMonoPathProvider           | JetPool(S) #3:20   | Mono in path not found
19:51:25.546 |V| BuildToolUtils                | JetPool(S) #3:20   | Load Mono runtime:  from settings
19:51:25.546 |V| BuildToolUtils                | JetPool(S) #3:20   | .NET CLI path in settings not found try to fallback to first detected .NET CLI runtime
19:51:25.546 |V| DefaultDotNetCorePathProvider | JetPool(S) #3:20   | .NET CLI in path not found
19:51:25.546 |V| RiderApplicationRuntime       | JetPool(S) #3:20   | Runtime calculation finished
19:51:25.546 |V| RiderApplicationRuntime       | JetPool(S) #3:20   | <Measured> "RiderApplicationRuntime.UpdateFromSettings"  time=21ms
19:51:25.556 |V| SettingsLogging               | JetPool(S) #2:19   | SettingsChangeDispatch: done dispatching 1 unique requests in 46 ms.
19:51:25.556 |V| SettingsLogging               | JetPool(S) #2:19   | SettingsChangeDispatch: now dispatching 0 unique requests.
19:51:25.556 |V| SettingsLogging               | JetPool(S) #2:19   | SettingsChangeDispatch: done dispatching 0 unique requests in 0 ms.
19:51:25.878 |V| SingleThreadExecutor          | .NET TP Worker:16  | STV.Started `StatisticsFileEventLogger` in separate thread
19:51:25.879 |V| StatisticsFileEventLogger     | .NET TP Worker:7   | Set environment variable JETBRAINS_FUS_TRACE=true to enable logging
19:51:41.252 |V| ProjectCacheFileNameChecker   | :1                 | OnSolutionsChange. Reason: Solution added
19:51:41.265 |V| RiderShellClientSessionManager| :1                 | Subscribing on clients for solution Solution (  projectId = RdProjectId (    value = "3d8addfd-4efc-47c4-a19f-09cb874263b7:fc12322e-6ac9-4964-bef5-88f44410fe6d"  )  closingProjectBeforeSave = RdSignal<Unit>  close = RdSignal<RdSolutionCloseOptions>  solutionOpenStrategy = RdOpenSolution (    description = RdCLionSolution (      solutionName = "project"      rootDirectory = "/data/project"    )    restorePackages = False  )  solutionProperties = RdSolutionProperties (    activeConfigurationPlatform = RdProperty<RdConfigurationAndPlatform>(ver=0) [ <not initialized> ]    configurationsAndPlatformsCollection = RdProperty<List<RdConfigurationAndPlatform>>(ver=0) [ <not initialized> ]  )  solutionLifecycle = SolutionLifecycle (    fullStartupFinished = RdProperty<RdStartupResult>(ver=0) [ <not initialized> ]    isReadyForTyping = RdProperty<bool>(ver=0) [ <not initialized> ]    readyForExtsRegistration = RdProperty<bool>(ver=0) [False]  )  daemon = DaemonModel (    invalidateAll = RdSignal<Unit>    dropAllHighlighters = RdSignal<Unit>    isSuspended = RdProperty<bool>(ver=0) [ <not initialized> ]  )  actionPopupSession = ActionPopupSession (    popupAction = RdProperty<PopupActionModel>(ver=0) [ <not initialized> ]  )  leadsPopupModel = RdProperty<BeAbstractPopup>(ver=0) [ <not initialized> ]  customData = RdCustomData (    data = RdMap<string, string> []      )  projectCacheFileName = RdProperty<string>(ver=0) [ <not initialized> ]  isLoaded = RdProperty<bool>(ver=0) [ <not initialized> ]  isLoading = RdProperty<bool>(ver=0) [ <not initialized> ]  activeMsBuildPath = RdProperty<string>(ver=0) [ <not initialized> ]  readonlyMode = RdProperty<ReadonlyModeReasons?>(ver=0) [ <not initialized> ]  writeLockAcquired = RdSignal<WriteLockInfo>)
19:51:41.298 |V| RiderSolutionWatcher          | :1                 | Solution mark of type RadSolutionMark was created from provider RadSolutionMarkProvider
19:51:41.298 |I| RiderSolutionWatcher          | :1                 | Open solution '/data/project'
19:51:41.312 |I| RiderSolutionWatcher          | :1                 | Set HasBackedSolution = true
19:51:41.314 |V| RiderSolutionManager          | :1                 | Open solution 'project'
19:51:41.355 |V| ComponentStorage              | :1                 | SolutionInstanceContainer created
19:51:41.356 |V| ComponentStorage              | :1                 | SolutionContainer created
19:51:41.410 |V| RiderSolutionManager          | :1                 | Prepare solution 'project'
19:51:41.415 |V| RiderSolutionManager          | :1                 | Create SolutionInstance for 'project'
19:51:41.433 |V| CatalogComponentSource        | :1                 | Created a CatalogComponentSource for container “Container: SolutionInstanceContainer”. To trace eligible components set, enable TRACE level for this log category (JetBrains.Application.Extensibility.CatalogComponentSource).
19:51:41.439 |V| ComponentContainersStatistics | :1                 | <Measured> "CollectContainerDependenciesTotalTime[SolutionInstanceContainer]"  time=0ms
19:51:41.439 |V| AsyncInitializationStrategyBase::SolutionInstanceContainer::Sync| :1                 | <Measured> "CollectContainerDependenciesTotalTime[SolutionInstanceContainer]"  time=0ms
19:51:41.440 |V| ComponentStorage              | :1                 | <Measured> "Compose: SolutionInstanceContainer"  time=6ms
19:51:41.440 |V| ComponentContainersStatistics | JetPool(S) #2:19   | <Measured> "CollectContainerDependenciesTotalTime[SolutionInstanceContainer]"  time=0ms
19:51:41.440 |V| AsyncInitializationStrategyBase::SolutionInstanceContainer| JetPool(S) #2:19   | <Measured> "CollectContainerDependenciesTotalTime[SolutionInstanceContainer]"  time=0ms
19:51:41.441 |V| StartupTrackingActivitiesManager| :1                 | << (Opening) Startup activity [JetBrains.ProjectModel.Diagnostics.SolutionStartupTrackingActivity]
19:51:41.450 |V| StartupTrackingActivitiesManager| :1                 | << (Opening) Startup Interval
19:51:41.524 |V| RiderSolutionCaches           | JetPool(S) #3:20   | Creating solution caches. Expected path: '/data/cache/idea/252/resharper-host/local/Transient/Rider/v252/SolutionCaches/_project.19'
19:51:41.525 |V| LevelDbDriver                 | JetPool(S) #3:20   | Opening database with DbOpenParams: [
 Url=/data/cache/idea/252/resharper-host/local/Transient/Rider/v252/SolutionCaches/_project.19
 Subfolder=Db
 ParanoidChecks=False
 OnError=ClearAndRetry
 TakeMutex=True
 OnMutextNotAcquired=OpenIndexed
 SecondaryUrl=/data/cache/idea/252/resharper-host/temp/ReSharper.Db.2025-09-04_19-51-41.524
 OnValidationFail=Clear
 ExpectedVersion=2025.2 EAP 8 D:343:ngl/razor-base-types
 PolymorphicTypes=<len=1>
  (JetBrains.ReSharper.Daemon.CallGraph.CallGraphDataElement, 1837076280)
]
19:51:41.537 |V| SingleThreadExecutor          | JetPool(S) #3:20   | STV.Started `LevelDbAutocommitTransaction` in separate thread
19:51:41.541 |V| LevelDbDriver                 | JetPool(S) #3:20   | Already cleared: True, oldVersion: , newVersion: 2025.2 EAP 8 D:343:ngl/razor-base-types
19:51:41.542 |V| LevelDbDriver                 | JetPool(S) #3:20   | Polymorphic type count mismatch (expected: 1, current: 0
19:51:41.542 |V| LevelDbDriver                 | JetPool(S) #3:20   | Writing new db version: 2025.2 EAP 8 D:343:ngl/razor-base-types
19:51:41.543 |V| LevelDbDriver                 | JetPool(S) #3:20   | Writing new polymorphicTypes: <len=1>
  [JetBrains.ReSharper.Daemon.CallGraph.CallGraphDataElement, 1837076280]

19:51:41.545 |V| LevelDbMapStats               | JetPool(S) #3:20   | Sid 1785310243: 'PersistentProperties'
19:51:41.545 |V| RiderSolutionCaches           | JetPool(S) #3:20   | Solution caches opened in '/data/cache/idea/252/resharper-host/local/Transient/Rider/v252/SolutionCaches/_project.19.00', shared '/data/cache/idea/252/resharper-host/local/Transient/Shared/vAny/SharedSolutionCaches/_project.19'. Cleared: 'True'. Persistent: 'True'
19:51:41.545 |V| LevelDbMapStats               | JetPool(S) #3:20   | Sid 1673166404: 'ProjectModelCaches::TopLevelIndices'
19:51:41.546 |V| ComponentContainersStatistics | JetPool(S) #1:18   | <Measured> "WarmUpDescriptors[SolutionInstanceContainer]"  time=107ms
19:51:41.548 |V| LevelDbMapStats               | JetPool(S) #3:20   | Sid 1377125970: 'ProjectModelCaches::Tree'
19:51:41.548 |V| LevelDbMapStats               | JetPool(S) #3:20   | Sid 367289608: 'ProjectModelCaches::ProjectProperties'
19:51:41.548 |V| LevelDbMapStats               | JetPool(S) #3:20   | Sid 1690347756: 'ProjectModelCaches::ProjectFileProperties'
19:51:41.549 |V| LevelDbMapStats               | JetPool(S) #3:20   | Sid 361213641: 'ProjectModelCaches::StringIntern'
19:51:41.550 |V| LevelDbMapStats               | JetPool(S) #3:20   | Sid 361213641: 'ProjectModelCaches::StringIntern'
19:51:41.567 |V| RadProjectModelCaches         | JetPool(S) #3:20   | PersistCaches = false. Load forbidden
19:51:41.567 |I| RiderSolutionManager          | JetPool(S) #3:20   | Solution 'project' was NOT loaded from caches
19:51:41.570 |V| BeControls,SharedRdProjectIdHolder| JetPool(S) #6:23   | Set RdProjectId: RdProjectId (  value = "3d8addfd-4efc-47c4-a19f-09cb874263b7:fc12322e-6ac9-4964-bef5-88f44410fe6d")
19:51:41.574 |I| RiderSolutionManager          | :1                 | Continuation of async project model load task on UI thread...
19:51:41.575 |V| BuildToolUtils                | JetPool(S) #7:24   | Mono path in settings not found try to fallback to first detected Mono runtime
19:51:41.576 |V| EnvMonoPathProvider           | JetPool(S) #7:24   | Mono in path not found
19:51:41.576 |V| BuildToolUtils                | JetPool(S) #7:24   | Load Mono runtime:  from settings
19:51:41.577 |V| BuildToolUtils                | JetPool(S) #7:24   | Mono path in settings not found try to fallback to first detected Mono runtime
19:51:41.578 |V| EnvMonoPathProvider           | JetPool(S) #7:24   | Mono in path not found
19:51:41.578 |V| BuildToolUtils                | JetPool(S) #7:24   | Load Mono runtime:  from settings
19:51:41.579 |V| BuildToolUtils                | JetPool(S) #7:24   | .NET CLI path in settings not found try to fallback to first detected .NET CLI runtime
19:51:41.580 |V| DefaultDotNetCorePathProvider | JetPool(S) #7:24   | .NET CLI in path not found
19:51:41.580 |I| SolutionHostStructureWaiter   | :1                 | Pause tasks InitialSynchronizeSolution: Wait for solution synchronization
19:51:41.581 |V| SettingsLogging               | JetPool(S) #4:21   | SettingsChangeDispatch: now dispatching 23 unique requests.
19:51:41.582 |V| BuildToolUtils                | JetPool(S) #7:24   | .NET CLI path in settings not found try to fallback to first detected .NET CLI runtime
19:51:41.582 |V| DefaultDotNetCorePathProvider | JetPool(S) #7:24   | .NET CLI in path not found
19:51:41.592 |V| ProjectModelUpdateStates      | :1                 | IsInHardUpdateState: False
19:51:41.602 |V| FileSystemTrackerImpl         | :1                 | IgnoreChangesInFolder /data/cache/idea/252/resharper-host/local/Transient/Rider/v252/SolutionCaches/_project.19.00
19:51:41.604 |V| RiderSolutionToolset          | :1                 | Initial settings sync
19:51:41.611 |V| SettingsLogging               | JetPool(S) #4:21   | SettingsChangeDispatch: done dispatching 23 unique requests in 30 ms.
19:51:41.611 |V| SettingsLogging               | JetPool(S) #4:21   | SettingsChangeDispatch: now dispatching 0 unique requests.
19:51:41.611 |V| SettingsLogging               | JetPool(S) #4:21   | SettingsChangeDispatch: done dispatching 0 unique requests in 0 ms.
19:51:41.624 |V| RiderSolutionToolset          | JetPool(S) #1:18   | Build and runtime calculation start...
19:51:41.625 |V| BuildToolUtils                | JetPool(S) #1:18   | Mono path in settings not found try to fallback to first detected Mono runtime
19:51:41.625 |V| EnvMonoPathProvider           | JetPool(S) #1:18   | Mono in path not found
19:51:41.625 |V| BuildToolUtils                | JetPool(S) #1:18   | Load Mono runtime:  from settings
19:51:41.626 |V| BuildToolUtils                | JetPool(S) #1:18   | .NET CLI path in settings not found try to fallback to first detected .NET CLI runtime
19:51:41.626 |V| DefaultDotNetCorePathProvider | JetPool(S) #1:18   | .NET CLI in path not found
19:51:41.629 |V| BuildToolContainer            | JetPool(S) #1:18   | GetBuildToolBySettings versionKey=4294967293, customBuildToolPath=<EMPTY>, env=Projects: 0, MonoRootPath: , ActiveDotNetCoreCli: 
19:51:41.629 |V| BuildToolContainer            | JetPool(S) #1:18   | Use auto-detected toolset
